year,time,order_id,ticker,side,fees,price,revenue,portfolio_total

2025-04-05,23:25:41,ec4c3971-a20c-436d-89f5-1081c091e412,FED-25MAY-T4.00,no,11,12,,7617
2025-04-05,23:25:41,ec4c3971-a20c-436d-89f5-1081c091e412,FED-25MAY-T4.00,no,11,12,,7617
2025-04-05,23:25:41,ec4c3971-a20c-436d-89f5-1081c091e412,FED-25MAY-T4.00,no,11,12,,7617
2025-04-06,18:21:55,2199dbed-ea16-41c6-a150-2207341aac12,KXHIGHMIA-25APR06-B82.5,yes,1,2,,7613
